Jahr;Dokumentnr;Name;Partei;Thema;Titel
2013;17/217;Michael Grosse-Brömer;CDU/CSU;Steuerpolitik;Vereinbarte Debatte zu steuerpolitischen Beschlüssen
2013;17/243;Gregor Gys;DIE LINKE;Steuerpolitik;Gesamtvolumen der Wahlversprechen von Bundeskanzlerin Dr. Merkel - Auswirkungen auf die Steuer-und Haushaltspolitik des Bundes
2013;17/243;Hans Michelbach;CDU/CSU;Steuerpolitik;Gesamtvolumen der Wahlversprechen von Bundeskanzlerin Dr. Merkel - Auswirkungen auf die Steuer-und Haushaltspolitik des Bundes
2013;17/243;Thomas Strobl;CDU/CSU;Steuerpolitik;Gesamtvolumen der Wahlversprechen von Bundeskanzlerin Dr. Merkel - Auswirkungen auf die Steuer-und Haushaltspolitik des Bundes
2013;17/243;Norbert Barthle;CDU/CSU;Steuerpolitik;Gesamtvolumen der Wahlversprechen von Bundeskanzlerin Dr. Merkel - Auswirkungen auf die Steuer-und Haushaltspolitik des Bundes
2013;17/243;Hermann Gröhe;CDU/CSU;Steuerpolitik;Gesamtvolumen der Wahlversprechen von Bundeskanzlerin Dr. Merkel - Auswirkungen auf die Steuer-und Haushaltspolitik des Bundes
2014;17/36;Barbara Höll;DIE LINKE;Steuerpolitik;Haltung der Bundesregierung zur Finanzierbarkeit der FDP-Steuerpläne
2020;19/168;Fabio De Masi;DIE LINKE;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/168;Diether Dehm;DIE LINKE;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/168;Sahra Wagenknecht;DIE LINKE;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/168;Fritz Güntzler;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/168;Antje Tillmann;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/168;Nadine Schön;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/168;Alexander Dobrindt;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/163;Stefan Liebich;DIE LINKE;Steuerpolitik;Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (CoronaSteuerhilfegesetz)
2020;19/163;Hans Michelbach;CDU/CSU;Steuerpolitik;Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (CoronaSteuerhilfegesetz)
2020;19/163;Fritz Güntzler;CDU/CSU;Steuerpolitik;Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (CoronaSteuerhilfegesetz)
2020;19/167;Gesine Lötzsch;DIE LINKE;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/167;Fabio De Masi;DIE LINKE;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/167;Hans Michelbach;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/167;Olav Gutting;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/167;Fritz Güntzler;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/167;Eckhardt Rehberg;CDU/CSU;Steuerpolitik;Zweites Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Zweites Corona-Steuerhilfegesetz)
2020;19/161;Jörg Cezanne;DIE LINKE;Steuerpolitik;Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (CoronaSteuerhilfegesetz)
2020;19/161;Sebastian Brehm;CDU/CSU;Steuerpolitik;Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (CoronaSteuerhilfegesetz)
2020;19/161;Antje Tillmann;CDU/CSU;Steuerpolitik;Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (CoronaSteuerhilfegesetz)
2021;19/213;Fritz Güntzle;CDU/CSU;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2021;19/213;Johannes Steinige;CDU/CSU;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2021;19/213;Jörg Cezanne;DIE LINKE;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2021;19/213;Sebastian Brehm;CDU/CSU;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2021;19/210;Fritz Güntzle;CDU/CSU;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2021;19/210;Sebastian Brehm;CDU/CSU;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2021;19/210;Fabio De Masi;DIE LINKE;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2021;19/210;Antje Tillmann;CDU/CSU;Steuerpolitik;Drittes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Drittes Corona-Steuerhilfegesetz)
2022;20/55;Peter Aumer;CDU/CSU;Steuerpolitik;Bürgern helfen statt Luftschlösser bauen - Maßnahmenpaket zur Bekämpfung von Energiekrise und Inflation
2022;20/55;Susanne Ferschl;DIE LINKE;Steuerpolitik;Bürgern helfen statt Luftschlösser bauen - Maßnahmenpaket zur Bekämpfung von Energiekrise und Inflation
2022;20/55;Maximilian Mörseburg;CDU/CSU;Steuerpolitik;Bürgern helfen statt Luftschlösser bauen - Maßnahmenpaket zur Bekämpfung von Energiekrise und Inflation
2022;20/44;Johannes Steiniger;CDU/CSU;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2022;20/44;Jens Spahn;CDU/CSU;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2022;20/44;Janine Wissler;DIE LINKE;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2022;20/44;Julia Klöckner;CDU/CSU;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2022;20/37;Olav Gutting;CDU/CSU;Steuerpolitik;Viertes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise
2022;20/37;Sebastian Brehm;CDU/CSU;Steuerpolitik;Viertes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise
2022;20/37;Christian Görke;DIE LINKE;Steuerpolitik;Viertes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise
2022;20/37;Fritz Güntzler;CDU/CSU;Steuerpolitik;Viertes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise
2022;20/21;Ulrich Lange;CDU/CSU;Steuerpolitik;Für eine sichere, bezahlbare und souveräne Energieversorgung
2022;20/21;Julia Klöckner;CDU/CSU;Steuerpolitik;Für eine sichere, bezahlbare und souveräne Energieversorgung
2022;20/21;Gesine Lötzsch;DIE LINKE;Steuerpolitik;Für eine sichere, bezahlbare und souveräne Energieversorgung
2022;20/21;Jens Spahn;CDU/CSU;Steuerpolitik;Für eine sichere, bezahlbare und souveräne Energieversorgung
2022;20/29;Fritz Güntzle;CDU/CSU;Steuerpolitik;Viertes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Viertes Corona-Steuerhilfegesetz)
2022;20/29;Janine Wissler;DIE LINKE;Steuerpolitik;Viertes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Viertes Corona-Steuerhilfegesetz)
2022;20/29;Olav Gutting;CDU/CSU;Steuerpolitik;Viertes Gesetz zur Umsetzung steuerlicher Hilfsmaßnahmen zur Bewältigung der Corona-Krise (Viertes Corona-Steuerhilfegesetz)
2023;20/44;Johannes Steiniger;CDU/CSU;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2023;20/44;Jens Spahn;CDU/CSU;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2023;20/44;Janine Wissler;DIE LINKE;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2023;20/44;Julia Klöckner;CDU/CSU;Steuerpolitik;Teuerspirale beenden - Bürgerinnen und Bürger schnell und wirksam entlasten
2011;17/114;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur Anpassung der Rechtsgrundlagen für die Fortentwicklung des Emissionshandels
2011;17/120;Sabine Stüber;DIE LINKE;Umweltpolitik;Schutz der Meere vor Vermüllung und anderen Verschmutzungen
2011;17/117;Dr. Gregor Gysi;DIE LINKE;Umweltpolitik;Erneuerbare Energien ausbauen statt Atomkraft verlängern
2011;17/108;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Vor Cancún - Mit Glaubwürdigkeit zu einem globalen Klimaschutzabkommen
2011;17/137;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Neuordnung des Kreislaufwirtschafts-und Abfallrechts
2012;17/166;Dr. Gregor Gysi,;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Rechtsrahmens für Strom aus solarer Strahlungsenergie und zu weiteren Änderungen im Recht der erneuerbaren Energien
2012;17/181;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Kraft-Wärme-Kopplungsgesetzes
2012;17/195;Halina Wawzyniak;DIE LINKE;Umweltpolitik;Gesetz über die energetische Modernisierung von vermietetem Wohnraum und über die vereinfachte Durchsetzung von Räumungstiteln (Mietrechtsänderungsgesetz - MietRÄndG)
2012;17/204;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetzes zur Änderung des Energiesteuer-und des Stromsteuergesetzes
2012;17/198;Ralph Lenkert;DIE LINKE;Umweltpolitik;Verordnung zur Umsetzung der Richtlinie über Industrieemissionen, zur Änderung der Verordnung zur Begrenzung der Emissionen flüchtiger organischer Verbindungen beim Umfüllen oder Lagern von Ottokraftstoffen, Kraftstoffgemischen oder Rohbenzin sowie zur Änderung der Verordnung zur Begrenzung der Kohlenwasserstoffemissionen bei der Betankung von Kraftfahrzeugen
2013;17/217;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Bundes-Immissionsschutzgesetzes
2013;17/217;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Kohleausstiegsgesetz nach Scheitern des EU-Emissionshandels
2013;17/240;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Viertes Gesetz zur Änderung des Energieeinsparungsgesetzes
2013;17/246;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur Festlegung nationaler Klimaschutzziele und zur Förderung des Klimaschutzes (Klimaschutzgesetz)
2013;17/248;Katja Kipping;DIE LINKE;Umweltpolitik;Bewältigung der Hochwasserkatastrophe - Rasche Soforthilfe und zügiger Wiederaufbau
2014;18/23;Ralph Lenkert;DIE LINKE;Umweltpolitik;Sechste Verordnung zur Änderung der Verpackungsverordnung
2014;18/44;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur grundlegenden Reform des Erneuerbare-Energien-Gesetzes und zur Änderung weiterer Bestimmungen des Energiewirtschaftsrechts
2014;18/39;Caren Lay;DIE LINKE;Umweltpolitik;Gesetz zur Festlegung nationaler Klimaschutzziele und zur Förderung des Klimaschutzes (Klimaschutzgesetz - KlimaSchG)
2014;18/44;Herbert Behrens;DIE LINKE;Umweltpolitik;Verordnung zur Änderung der Sechzehnten Verordnung zur Durchführung des Bundes-Immissionsschutzgesetzes (Verkehrslärmschutzverordnung - 16. BImSchV)
2015;18/85;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur Teilumsetzung der Energieeffizienzrichtlinie und zur Verschiebung des Außerkrafttretens des § 47g Absatz 2 des Gesetzes gegen Wettbewerbsbeschränkungen
2015;18/103;Hubertus Zdebel;DIE LINKE;Umweltpolitik;Gesetz zur Änderung wasser-und naturschutzrechtlicher Vorschriften zur Untersagung und zur Risikominimierung bei den Verfahren der Fracking-Technologie
2015;18/115;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Neuordnung des Rechts über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro-und Elektronikgeräten
2015;18/130;Birgit Menz;DIE LINKE;Umweltpolitik;Gesetz zur Umsetzung der Verpflichtungen nach dem Nagoya-Protokoll, zur Durchführung der Verordnung (EU) Nr. 511/2014 und zur Änderung des Patentgesetzes sowie zur Änderung des Umweltauditgesetzes
2015;18/143;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur Neuregelung des Kraft-Wärme-Kopplungsgesetzes
2016;18/155;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Wasserhaushaltsgesetzes zur Einführung von Grundsätzen für die Kosten von Wasserdienstleistungen und Wassernutzungen sowie zur Änderung des Abwasserabgabengesetzes
2016;18/153;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zur Weiterentwicklung des Strommarktes (Strommarktgesetz)
2016;18/164;Sabine Leidig;DIE LINKE;Umweltpolitik;Fünfzehntes Gesetz zur Änderung des Luftverkehrsgesetzes
2016;18/179;Sabine Leidig;DIE LINKE;Umweltpolitik;Klimaschutzplan 2050 - Echter Klimaschutz beginnt heute
2016;18/190;Eva Bulling-Schröter;DIE LINKE;Umweltpolitik;Gesetz zu dem Übereinkommen von Paris vom 12. Dezember 2015
2018;19/69;Lorenz Gösta Beutin;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Erneuerbare-Energien-Gesetzes, des Kraft-Wärme-Kopplungsgesetzes, des Energiewirtschaftsgesetzes und weiterer energierechtlicher Vorschriften
2018;19/61;Lorenz Gösta Beutin;DIE LINKE;Umweltpolitik;Gesetz zur Anpassung der Rechtsgrundlagen für die Fortentwicklung des Europäischen Emissionshandels
2018;19/58;Jörg Cezanne;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Bundesfernstraßenmautgesetzes und zur Änderung weiterer straßenverkehrsrechtlicher Vorschriften
2018;19/37;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Erneuerbare-Energien-Gesetzes - Erhöhung der Ausbaumengen für Windenergie an Land und Solarenergie
2018;19/42;Hubertus Zdebel;DIE LINKE;Umweltpolitik;Sechzehntes Gesetz zur Änderung des Atomgesetzes (16. AtGÄndG)
2019;19/73;Ingrid Remmers;DIE LINKE;Umweltpolitik;Dreizehntes Gesetz zur Änderung des Bundes-Immissionsschutzgesetzes
2019;19/86;Andreas Wagner;DIE LINKE;Umweltpolitik;Neuntes Gesetz zur Änderung des Straßenverkehrsgesetzes
2019;19/92;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Beschleunigung des Energieleitungsausbaus
2019;19/108;Lorenz Gösta Beutin;DIE LINKE;Umweltpolitik;Gesetz zur Beendigung des Betriebs von Kohlekraftwerken zur Stromerzeugung (Kohlekraftwerk-Sofortmaßnahme-Gesetz)
2019;19/128;Jörg Cezanne;DIE LINKE;Umweltpolitik;Klimapaket neu auflegen - Verkehrswende für eine klimafreundliche Mobilität einleiten
2020;19/149;Lorenz Gösta Beutin;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Erneuerbare-Energien-Gesetzes
2020;19/149;Eva-Maria Schreiber;DIE LINKE;Umweltpolitik;Gesetz zur Durchführung der Verordnung (EU) 2017/821 des Europäischen Parlaments und des Rates vom 17. Mai 2017 zur Festlegung von Pflichten zur Erfüllung der Sorgfaltspflichten in der Lieferkette für Unionseinführer von Zinn, Tantal, Wolfram, deren Erzen und Gold aus Konflikt-und Hochrisikogebieten sowie zur Änderung des Bundesberggesetzes
2020;19/189;Lorenz Gösta Beutin;DIE LINKE;Umweltpolitik;Gesetz zur Änderung des Windenergie-auf-See-Gesetzes und anderer Vorschriften
2020;19/176;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Umsetzung der Abfallrahmenrichtlinie der Europäischen Union
2020;19/142;Lorenz Gösta Beutin;DIE LINKE;Umweltpolitik;Vereinheitlichung des Energieeinsparrechts
2021;19/239;Dr. Gesine Lötzsch;DIE LINKE;Umweltpolitik;Gesetz zur Errichtung eines Sondervermögens
2021;19/233;Dr. Lukas Köhler;DIE LINKE;Umweltpolitik;Erstes Gesetz zur Änderung des Bundes-Klimaschutzgesetzes
2021;19/233;Dr. Dietmar Bartsch;DIE LINKE;Umweltpolitik;Deutsche Nachhaltigkeitsstrategie - Weiterentwicklung 2021
2021;19/228;Lorenz Gösta Beutin;DIE LINKE;Umweltpolitik;Klimaschutz ist jetzt
2021;19/227;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Umsetzung von Vorgaben der Einwegkunststoffrichtlinie und der Abfallrahmenrichtlinie im Verpackungsgesetz und in anderen Gesetzen
2022;20/67;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Beschleunigung des Braunkohleausstiegs im Rheinischen Revier
2022;20/45;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Erhöhung und Beschleunigung des Ausbaus von Windenergieanlagen an Land
2022;20/34;Klaus Ernst;DIE LINKE;Umweltpolitik;Gesetz zu Sofortmaßnahmen für einen beschleunigten Ausbau der erneuerbaren Energien und weiteren Maßnahmen im Stromsektor
2022;20/56;Dr. Gesine Lötzsch;DIE LINKE;Umweltpolitik;Zweites Gesetz zur Änderung des Brennstoffemissionshandelsgesetzes
2022;20/65;Ralph Lenkert;DIE LINKE;Umweltpolitik;Neunzehntes Gesetz zur Änderung des Atomgesetzes (19. AtGÄndG)
2023;20/131;Ralph Lenkert;DIE LINKE;Umweltpolitik;Zweites Gesetz zur Änderung des Düngegesetzes
2023;20/125;Ralph Lenkert;DIE LINKE;Umweltpolitik;Viertes Gesetz zur Änderung des Chemikaliengesetzes
2023;20/138;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz für die Wärmeplanung und zur Dekarbonisierung der Wärmenetze
2023;20/122;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zur Steigerung der Energieeffizienz und zur Änderung des Energiedienstleistungsgesetzes
2023;20/94;Ralph Lenkert;DIE LINKE;Umweltpolitik;Gesetz zu der Entschließung LP.3(4) vom 30. Oktober 2009 über die Änderung des Artikels 6 des Protokolls vom 7. November 1996 zum Übereinkommen über die Verhütung der Meeresverschmutzung durch das Einbringen von Abfällen und sonstigen Stoffen von 1972
2011;17/114;Josef Göppel;CDU/CSU;Umweltpolitik;Gesetz zur Anpassung der Rechtsgrundlagen für die Fortentwicklung des Emissionshandels
2011;17/120;Ingbert Liebing;CDU/CSU;Umweltpolitik;Schutz der Meere vor Vermüllung und anderen Verschmutzungen
2011;17/117;Dr. Georg Nüßlein;CDU/CSU;Umweltpolitik;Erneuerbare Energien ausbauen statt Atomkraft verlängern
2011;17/108;Josef Göppel;CDU/CSU;Umweltpolitik;Vor Cancún - Mit Glaubwürdigkeit zu einem globalen Klimaschutzabkommen
2011;17/137;Michael Brand (Fulda);CDU/CSU;Umweltpolitik;Gesetz zur Neuordnung des Kreislaufwirtschafts-und Abfallrechts
2012;17/166;Thomas Bareiß;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Rechtsrahmens für Strom aus solarer Strahlungsenergie und zu weiteren Änderungen im Recht der erneuerbaren Energien
2012;17/181;Franz Obermeier;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Kraft-Wärme-Kopplungsgesetzes
2012;17/195;Dirk Fischer (Hamburg);CDU/CSU;Umweltpolitik;Gesetz über die energetische Modernisierung von vermietetem Wohnraum und über die vereinfachte Durchsetzung von Räumungstiteln (Mietrechtsänderungsgesetz - MietRÄndG)
2012;17/204;Norbert Schindler;CDU/CSU;Umweltpolitik;Gesetzes zur Änderung des Energiesteuer-und des Stromsteuergesetzes
2012;17/198;Dr. Michael Paul;CDU/CSU;Umweltpolitik;Verordnung zur Umsetzung der Richtlinie über Industrieemissionen, zur Änderung der Verordnung zur Begrenzung der Emissionen flüchtiger organischer Verbindungen beim Umfüllen oder Lagern von Ottokraftstoffen, Kraftstoffgemischen oder Rohbenzin sowie zur Änderung der Verordnung zur Begrenzung der Kohlenwasserstoffemissionen bei der Betankung von Kraftfahrzeugen
2013;17/217;Jens Koeppen;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Bundes-Immissionsschutzgesetzes
2013;17/217;Jens Koeppen;CDU/CSU;Umweltpolitik;Kohleausstiegsgesetz nach Scheitern des EU-Emissionshandels
2013;17/240;Volkmar Vogel (Kleinsaara);CDU/CSU;Umweltpolitik;Viertes Gesetz zur Änderung des Energieeinsparungsgesetzes
2013;17/246;Daniela Ludwig;CDU/CSU;Umweltpolitik;Gesetz zur Festlegung nationaler Klimaschutzziele und zur Förderung des Klimaschutzes (Klimaschutzgesetz)
2013;17/248;Norbert Barthle;CDU/CSU;Umweltpolitik;Bewältigung der Hochwasserkatastrophe - Rasche Soforthilfe und zügiger Wiederaufbau
2014;18/23;Dr. Anja Weisgerber;CDU/CSU;Umweltpolitik;Sechste Verordnung zur Änderung der Verpackungsverordnung
2014;18/44;Dr. Joachim Pfeiffer;CDU/CSU;Umweltpolitik;Gesetz zur grundlegenden Reform des Erneuerbare-Energien-Gesetzes und zur Änderung weiterer Bestimmungen des Energiewirtschaftsrechts
2014;18/39;Hansjörg Durz;CDU/CSU;Umweltpolitik;Gesetz zur Festlegung nationaler Klimaschutzziele und zur Förderung des Klimaschutzes (Klimaschutzgesetz - KlimaSchG)
2014;18/44;Michael Donth;CDU/CSU;Umweltpolitik;Verordnung zur Änderung der Sechzehnten Verordnung zur Durchführung des Bundes-Immissionsschutzgesetzes (Verkehrslärmschutzverordnung - 16. BImSchV)
2015;18/85;Hansjörg Durz;CDU/CSU;Umweltpolitik;Gesetz zur Teilumsetzung der Energieeffizienzrichtlinie und zur Verschiebung des Außerkrafttretens des § 47g Absatz 2 des Gesetzes gegen Wettbewerbsbeschränkungen
2015;18/103;Karsten Möring;CDU/CSU;Umweltpolitik;Gesetz zur Änderung wasser-und naturschutzrechtlicher Vorschriften zur Untersagung und zur Risikominimierung bei den Verfahren der Fracking-Technologie
2015;18/115;Dr. Anja Weisgerber;CDU/CSU;Umweltpolitik;Gesetz zur Neuordnung des Rechts über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro-und Elektronikgeräten
2015;18/130;Dr. Klaus-Peter Schulze;CDU/CSU;Umweltpolitik;Gesetz zur Umsetzung der Verpflichtungen nach dem Nagoya-Protokoll, zur Durchführung der Verordnung (EU) Nr. 511/2014 und zur Änderung des Patentgesetzes sowie zur Änderung des Umweltauditgesetzes
2015;18/143;Barbara Lanzinger;CDU/CSU;Umweltpolitik;Gesetz zur Neuregelung des Kraft-Wärme-Kopplungsgesetzes
2016;18/155;Ulrich Petzold;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Wasserhaushaltsgesetzes zur Einführung von Grundsätzen für die Kosten von Wasserdienstleistungen und Wassernutzungen sowie zur Änderung des Abwasserabgabengesetzes
2016;18/153;Karl Holmeier;CDU/CSU;Umweltpolitik;Gesetz zur Weiterentwicklung des Strommarktes (Strommarktgesetz)
2016;18/164;Ulrich Lange;CDU/CSU;Umweltpolitik;Fünfzehntes Gesetz zur Änderung des Luftverkehrsgesetzes
2016;18/179;Günter Lach;CDU/CSU;Umweltpolitik;Klimaschutzplan 2050 - Echter Klimaschutz beginnt heute
2016;18/190;Andreas Jung;CDU/CSU;Umweltpolitik;Gesetz zu dem Übereinkommen von Paris vom 12. Dezember 2015
2018;19/69;Dr. Andreas Lenz;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Erneuerbare-Energien-Gesetzes, des Kraft-Wärme-Kopplungsgesetzes, des Energiewirtschaftsgesetzes und weiterer energierechtlicher Vorschriften
2018;19/61;Dr. Anja Weisgerber;CDU/CSU;Umweltpolitik;Gesetz zur Anpassung der Rechtsgrundlagen für die Fortentwicklung des Europäischen Emissionshandels
2018;19/58;Björn Simon;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Bundesfernstraßenmautgesetzes und zur Änderung weiterer straßenverkehrsrechtlicher Vorschriften
2018;19/37;Carsten Müller (Braunschweig);CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Erneuerbare-Energien-Gesetzes - Erhöhung der Ausbaumengen für Windenergie an Land und Solarenergie
2018;19/42;Karsten Möring;CDU/CSU;Umweltpolitik;Sechzehntes Gesetz zur Änderung des Atomgesetzes (16. AtGÄndG)
2019;19/73;Karsten Möring;CDU/CSU;Umweltpolitik;Dreizehntes Gesetz zur Änderung des Bundes-Immissionsschutzgesetzes
2019;19/86;Daniela Ludwig;CDU/CSU;Umweltpolitik;Neuntes Gesetz zur Änderung des Straßenverkehrsgesetzes
2019;19/92;Dr. Andreas Lenz;CDU/CSU;Umweltpolitik;Gesetz zur Beschleunigung des Energieleitungsausbaus
2019;19/108;Dr. Klaus-Peter Schulze;CDU/CSU;Umweltpolitik;Gesetz zur Beendigung des Betriebs von Kohlekraftwerken zur Stromerzeugung (Kohlekraftwerk-Sofortmaßnahme-Gesetz)
2019;19/128;Johannes Steiniger;CDU/CSU;Umweltpolitik;Klimapaket neu auflegen - Verkehrswende für eine klimafreundliche Mobilität einleiten
2020;19/149;Dr. Andreas Lenz;CDU/CSU;Umweltpolitik;Gesetz zur Änderung des Erneuerbare-Energien-Gesetzes
